name,county,state,full_fips,current_mw,construction_mw,planned_mw,current_plus_construction_mw,total_mw,rto,pricing_zone,interconnection,data_availability,migration_role,,,,,,,,,,,
"Shelby County, KY",Shelby,Kentucky,21211,1,6,18,7,25,MISO,MISO_INDIANA_HUB,Eastern,public_zonal,same_ic,,,,,,,,,,,
"Scott County, TN",Scott,Tennessee,47151,25,0,0,25,25,non-ISO,NO_LMP,Eastern,none,same_ic,,,,,,,,,,,
"Washington County, TN",Washington,Tennessee,47179,25,0,0,25,25,non-ISO,NO_LMP,Eastern,none,same_ic,,,,,,,,,,,
"Marlboro County, SC",Marlboro,South Carolina,45069,25,0,0,25,25,non-ISO,NO_LMP,Eastern,none,same_ic,,,,,,,,,,,
"Oklahoma County, OK",Oklahoma,Oklahoma,40109,24.9,0,0,24.9,24.9,SPP,SPP_HUB,Eastern,public_hub,same_ic,,,,,,,,,,,
"Ingham County, MI",Ingham,Michigan,26065,0.5,24,0,24.5,24.5,MISO,MISO_MICHIGAN_HUB,Eastern,public_zonal,same_ic,,,,,,,,,,,
"Southeastern Connecticut Planning Region, CT",Southeastern Connecticut,Connecticut,9180,0,0,23,0,23,ISO-NE,ISONE_HUB,Eastern,public_hub,same_ic,,,,,,,,,,,
"Hillsborough County, FL",Hillsborough,Florida,12057,22.84,0,0,22.84,22.84,non-ISO,NO_LMP,Eastern,none,same_ic,,,,,,,,,,,
"Multnomah County, OR",Multnomah,Oregon,41051,22.1,0,0,22.1,22.1,WECC-nonISO,MID-C,Western,bilateral_hub_proxy,cross_ic_destination,,,,,,,,,,,
"Western Connecticut Planning Region, CT",Western Connecticut,Connecticut,9190,11.8,0,10,11.8,21.8,ISO-NE,ISONE_HUB,Eastern,public_hub,same_ic,,,,,,,,,,,
"Morris County, NJ",Morris,New Jersey,34027,21,0,0,21,21,PJM,PSEG,Eastern,public_zonal,same_ic,,,,,,,,,,,
"Cuyahoga County, OH",Cuyahoga,Ohio,39035,20.9,0,0,20.9,20.9,PJM,AEP,Eastern,public_zonal,same_ic,,,,,,,,,,,
"St. Louis County, MO",St. Louis,Missouri,29189,15.8,5,0,20.8,20.8,MISO,MISO_ILLINOIS_HUB,Eastern,public_zonal,same_ic,,,,,,,,,,,
"San Mateo County, CA",San Mateo,California,6081,0.3,0,20,0.3,20.3,CAISO,NP15,Western,public_lap,cross_ic_destination,,,,,,,,,,,
"Davidson County, TN",Davidson,Tennessee,47037,8.2,12,0,20.2,20.2,non-ISO,NO_LMP,Eastern,none,same_ic,,,,,,,,,,,
"Judith Basin County, MT",Judith Basin,Montana,30045,20,0,0,20,20,WECC-nonISO,MID-C,Western,bilateral_hub_proxy,same_ic,,,,,,,,,,,
"Wood County, WI",Wood,Wisconsin,55141,0,20,0,20,20,MISO,MISO_MINN_HUB,Eastern,public_zonal,same_ic,,,,,,,,,,,
"Reagan County, TX",Reagan,Texas,48383,20,0,0,20,20,ERCOT,LZ_NORTH,ERCOT,public_settlement_point,cross_ic_destination,,,,,,,,,,,
"Warren County, MS",Warren,Mississippi,28149,20,0,0,20,20,MISO,MISO_ARKANSAS_HUB,Eastern,public_zonal,same_ic,,,,,,,,,,,
"Calumet County, WI",Calumet,Wisconsin,55015,0,20,0,20,20,MISO,MISO_MINN_HUB,Eastern,public_zonal,same_ic,,,,,,,,,,,
"Madison County, KY",Madison,Kentucky,21151,20,0,0,20,20,MISO,MISO_INDIANA_HUB,Eastern,public_zonal,same_ic,,,,,,,,,,,
"Emanuel County, GA",Emanuel,Georgia,13107,20,0,0,20,20,non-ISO,NO_LMP,Eastern,none,same_ic,,,,,,,,,,,
"DeKalb County, GA",DeKalb,Georgia,13089,19.8,0,0,19.8,19.8,non-ISO,NO_LMP,Eastern,none,same_ic,,,,,,,,,,,
"Norfolk County, MA",Norfolk,Massachusetts,25021,19,0,0,19,19,ISO-NE,ISONE_HUB,Eastern,public_hub,same_ic,,,,,,,,,,,
"Harrisonburg city, VA",Harrisonburg,Virginia,51660,18.2,0,0,18.2,18.2,PJM,DOM,Eastern,public_zonal,same_ic,,,,,,,,,,,
"Honolulu County, HI",Honolulu,Hawaii,15003,8.16,10,0,18.16,18.16,non-ISO,NO_LMP,Eastern,none,same_ic,,,,,,,,,,,
"Boulder County, CO",Boulder,Colorado,8013,18.12,0,0,18.12,18.12,WECC-nonISO,PALO_VERDE,Western,bilateral_hub_proxy,cross_ic_destination,,,,,,,,,,,
"Grundy County, IA",Grundy,Iowa,19075,6,0,12,6,18,MISO,MISO_MINN_HUB,Eastern,public_zonal,same_ic,,,,,,,,,,,
"Anderson County, SC",Anderson,South Carolina,45007,18,0,0,18,18,non-ISO,NO_LMP,Eastern,none,same_ic,,,,,,,,,,,
"Chatham County, NC",Chatham,North Carolina,37037,0,0,18,0,18,non-ISO,NO_LMP,Eastern,none,same_ic,,,,,,,,,,,
"Bergen County, NJ",Bergen,New Jersey,34003,18,0,0,18,18,PJM,PSEG,Eastern,public_zonal,same_ic,,,,,,,,,,,
"Hinds County, MS",Hinds,Mississippi,28049,16.5,0,0,16.5,16.5,MISO,MISO_ARKANSAS_HUB,Eastern,public_zonal,same_ic,,,,,,,,,,,
"Logan County, OK",Logan,Oklahoma,40083,0,16.3,0,16.3,16.3,SPP,SPP_HUB,Eastern,public_hub,same_ic,,,,,,,,,,,
"Anderson County, TN",Anderson,Tennessee,47001,4,0,12,4,16,non-ISO,NO_LMP,Eastern,none,same_ic,,,,,,,,,,,
"Sherburne County, MN",Sherburne,Minnesota,27141,15,0,0,15,15,MISO,MISO_MINN_HUB,Eastern,public_zonal,same_ic,,,,,,,,,,,
"Faribault County, MN",Faribault,Minnesota,27043,15,0,0,15,15,MISO,MISO_MINN_HUB,Eastern,public_zonal,same_ic,,,,,,,,,,,
"Hamilton County, NE",Hamilton,Nebraska,31081,15,0,0,15,15,SPP,SPP_HUB,Eastern,public_hub,same_ic,,,,,,,,,,,
"Audrain County, MO",Audrain,Missouri,29007,10,5,0,15,15,MISO,MISO_ILLINOIS_HUB,Eastern,public_zonal,same_ic,,,,,,,,,,,
"Claiborne County, TN",Claiborne,Tennessee,47025,15,0,0,15,15,non-ISO,NO_LMP,Eastern,none,same_ic,,,,,,,,,,,
"Stone County, MS",Stone,Mississippi,28131,15,0,0,15,15,MISO,MISO_ARKANSAS_HUB,Eastern,public_zonal,same_ic,,,,,,,,,,,
"Appling County, GA",Appling,Georgia,13001,15,0,0,15,15,non-ISO,NO_LMP,Eastern,none,same_ic,,,,,,,,,,,
"Milwaukee County, WI",Milwaukee,Wisconsin,55079,11.45,0,2.7,11.45,14.15,MISO,MISO_MINN_HUB,Eastern,public_zonal,same_ic,,,,,,,,,,,
"Troup County, GA",Troup,Georgia,13285,14,0,0,14,14,non-ISO,NO_LMP,Eastern,none,same_ic,,,,,,,,,,,
"Warren County, OH",Warren,Ohio,39165,13.7,0,0,13.7,13.7,PJM,AEP,Eastern,public_zonal,same_ic,,,,,,,,,,,
"Spokane County, WA",Spokane,Washington,53063,13,0,0,13,13,WECC-nonISO,MID-C,Western,bilateral_hub_proxy,cross_ic_destination,,,,,,,,,,,
"Live Oak County, TX",Live Oak,Texas,48297,13,0,0,13,13,ERCOT,LZ_NORTH,ERCOT,public_settlement_point,cross_ic_destination,,,,,,,,,,,
"Cumberland County, TN",Cumberland,Tennessee,47035,13,0,0,13,13,non-ISO,NO_LMP,Eastern,none,same_ic,,,,,,,,,,,
"Smith County, TX",Smith,Texas,48423,12,0,0,12,12,ERCOT,LZ_NORTH,ERCOT,public_settlement_point,cross_ic_destination,,,,,,,,,,,
"Campbell County, TN",Campbell,Tennessee,47013,12,0,0,12,12,non-ISO,NO_LMP,Eastern,none,same_ic,,,,,,,,,,,
"Monmouth County, NJ",Monmouth,New Jersey,34025,10.6,0,0,10.6,10.6,PJM,PSEG,Eastern,public_zonal,same_ic,,,,,,,,,,,
"Boone County, IA",Boone,Iowa,19015,10.4,0,0,10.4,10.4,MISO,MISO_MINN_HUB,Eastern,public_zonal,same_ic,,,,,,,,,,,
"District of Columbia, DC",District of Columbia,District of Columbia,11001,10.04,0,0,10.04,10.04,PJM,PEPCO,Eastern,public_zonal,same_ic,,,,,,,,,,,
"Marshall County, IA",Marshall,Iowa,19127,10,0,0,10,10,MISO,MISO_MINN_HUB,Eastern,public_zonal,same_ic,,,,,,,,,,,
"Adams County, NE",Adams,Nebraska,31001,0,0,10,0,10,SPP,SPP_HUB,Eastern,public_hub,same_ic,,,,,,,,,,,
"McDonald County, MO",McDonald,Missouri,29119,10,0,0,10,10,SPP,SPP_HUB,Eastern,public_hub,same_ic,,,,,,,,,,,
"Faulkner County, AR",Faulkner,Arkansas,5045,0,0,10,0,10,MISO,MISO_ARKANSAS_HUB,Eastern,public_zonal,same_ic,,,,,,,,,,,
"Matagorda County, TX",Matagorda,Texas,48321,0,10,0,10,10,ERCOT,LZ_NORTH,ERCOT,public_settlement_point,cross_ic_destination,,,,,,,,,,,
"Rensselaer County, NY",Rensselaer,New York,36083,10,0,0,10,10,NYISO,ZONE_F,Eastern,public_zonal,same_ic,,,,,,,,,,,
"Dutchess County, NY",Dutchess,New York,36027,10,0,0,10,10,NYISO,ZONE_G,Eastern,public_zonal,same_ic,,,,,,,,,,,
"Meigs County, TN",Meigs,Tennessee,47121,10,0,0,10,10,non-ISO,NO_LMP,Eastern,none,same_ic,,,,,,,,,,,
"Union County, TN",Union,Tennessee,47173,10,0,0,10,10,non-ISO,NO_LMP,Eastern,none,same_ic,,,,,,,,,,,
"Richmond County, NY",Richmond,New York,36085,10,0,0,10,10,NYISO,ZONE_J,Eastern,public_zonal,same_ic,,,,,,,,,,,
"Bartholomew County, IN",Bartholomew,Indiana,18005,1.27,0.5,8,1.77,9.77,MISO,MISO_INDIANA_HUB,Eastern,public_zonal,same_ic,,,,,,,,,,,
"San Luis Obispo County, CA",San Luis Obispo,California,6079,9.6,0,0,9.6,9.6,CAISO,NP15,Western,public_lap,cross_ic_destination,,,,,,,,,,,
"Beaver County, UT",Beaver,Utah,49001,0,0,9.3,0,9.3,WECC-nonISO,PALO_VERDE,Western,bilateral_hub_proxy,cross_ic_destination,,,,,,,,,,,
"Westchester County, NY",Westchester,New York,36119,9.1,0,0,9.1,9.1,NYISO,ZONE_G,Eastern,public_zonal,same_ic,,,,,,,,,,,
"Union County, SC",Union,South Carolina,45087,9,0,0,9,9,non-ISO,NO_LMP,Eastern,none,same_ic,,,,,,,,,,,
"Albany County, NY",Albany,New York,36001,8.8,0,0,8.8,8.8,NYISO,ZONE_F,Eastern,public_zonal,same_ic,,,,,,,,,,,
"Montgomery County, MD",Montgomery,Maryland,24031,8.7,0,0,8.7,8.7,PJM,BGE,Eastern,public_zonal,same_ic,,,,,,,,,,,
"Canyon County, ID",Canyon,Idaho,16027,0,2.5,5.75,2.5,8.25,WECC-nonISO,MID-C,Western,bilateral_hub_proxy,cross_ic_destination,,,,,,,,,,,
"Forsyth County, NC",Forsyth,North Carolina,37067,8,0,0,8,8,non-ISO,NO_LMP,Eastern,none,same_ic,,,,,,,,,,,
"Goodhue County, MN",Goodhue,Minnesota,27049,7.5,0,0,7.5,7.5,MISO,MISO_MINN_HUB,Eastern,public_zonal,same_ic,,,,,,,,,,,
"Essex County, MA",Essex,Massachusetts,25009,7.5,0,0,7.5,7.5,ISO-NE,ISONE_HUB,Eastern,public_hub,same_ic,,,,,,,,,,,
"Jackson County, TX",Jackson,Texas,48239,7,0,0,7,7,ERCOT,LZ_NORTH,ERCOT,public_settlement_point,cross_ic_destination,,,,,,,,,,,
"Berks County, PA",Berks,Pennsylvania,42011,7,0,0,7,7,PJM,PECO,Eastern,public_zonal,same_ic,,,,,,,,,,,
"Frederick County, VA",Frederick,Virginia,51069,6.9,0,0,6.9,6.9,PJM,DOM,Eastern,public_zonal,same_ic,,,,,,,,,,,
"Worcester County, MA",Worcester,Massachusetts,25027,6.7,0,0,6.7,6.7,ISO-NE,ISONE_HUB,Eastern,public_hub,same_ic,,,,,,,,,,,
"Broward County, FL",Broward,Florida,12011,6.65,0,0,6.65,6.65,non-ISO,NO_LMP,Eastern,none,same_ic,,,,,,,,,,,
"Deschutes County, OR",Deschutes,Oregon,41017,6.5,0,0,6.5,6.5,WECC-nonISO,MID-C,Western,bilateral_hub_proxy,cross_ic_destination,,,,,,,,,,,
"Nassau County, NY",Nassau,New York,36059,6.5,0,0,6.5,6.5,NYISO,ZONE_K,Eastern,public_zonal,same_ic,,,,,,,,,,,
"Palm Beach County, FL",Palm Beach,Florida,12099,6.2,0,0,6.2,6.2,non-ISO,NO_LMP,Eastern,none,same_ic,,,,,,,,,,,
"Montgomery County, OH",Montgomery,Ohio,39113,6.1,0,0,6.1,6.1,PJM,AEP,Eastern,public_zonal,same_ic,,,,,,,,,,,
"Scott County, IA",Scott,Iowa,19163,6,0,0,6,6,MISO,MISO_MINN_HUB,Eastern,public_zonal,same_ic,,,,,,,,,,,
"Brazos County, TX",Brazos,Texas,48041,6,0,0,6,6,ERCOT,LZ_SOUTH,ERCOT,public_settlement_point,cross_ic_destination,,,,,,,,,,,
"Suffolk County, NY",Suffolk,New York,36103,3,0,3,3,6,NYISO,ZONE_K,Eastern,public_zonal,same_ic,,,,,,,,,,,
"Bannock County, ID",Bannock,Idaho,16005,5.4,0,0,5.4,5.4,WECC-nonISO,MID-C,Western,bilateral_hub_proxy,cross_ic_destination,,,,,,,,,,,
"Aroostook County, ME",Aroostook,Maine,23003,0.2,5,0,5.2,5.2,ISO-NE,ISONE_HUB,Eastern,public_hub,same_ic,,,,,,,,,,,
"Randolph County, MO",Randolph,Missouri,29175,0,5,0,5,5,MISO,MISO_ILLINOIS_HUB,Eastern,public_zonal,same_ic,,,,,,,,,,,
"St. Charles County, MO",St. Charles,Missouri,29183,5,0,0,5,5,MISO,MISO_ILLINOIS_HUB,Eastern,public_zonal,same_ic,,,,,,,,,,,
"Chester County, PA",Chester,Pennsylvania,42029,5,0,0,5,5,PJM,PECO,Eastern,public_zonal,same_ic,,,,,,,,,,,
"Ramsey County, MN",Ramsey,Minnesota,27123,4.75,0,0,4.75,4.75,MISO,MISO_MINN_HUB,Eastern,public_zonal,same_ic,,,,,,,,,,,
"Cumberland County, ME",Cumberland,Maine,23005,4.5,0,0,4.5,4.5,ISO-NE,ISONE_HUB,Eastern,public_hub,same_ic,,,,,,,,,,,
"Burleigh County, ND",Burleigh,North Dakota,38015,4,0,0,4,4,MISO,MISO_MINN_HUB,Eastern,public_zonal,same_ic,,,,,,,,,,,
"Humboldt County, CA",Humboldt,California,6023,4,0,0,4,4,CAISO,NP15,Western,public_lap,cross_ic_destination,,,,,,,,,,,
"Juab County, UT",Juab,Utah,49023,0,0,4,0,4,WECC-nonISO,PALO_VERDE,Western,bilateral_hub_proxy,cross_ic_destination,,,,,,,,,,,
"Washington County, UT",Washington,Utah,49053,4,0,0,4,4,WECC-nonISO,PALO_VERDE,Western,bilateral_hub_proxy,cross_ic_destination,,,,,,,,,,,
"Waukesha County, WI",Waukesha,Wisconsin,55133,4,0,0,4,4,MISO,MISO_MINN_HUB,Eastern,public_zonal,same_ic,,,,,,,,,,,
"Bristol County, MA",Bristol,Massachusetts,25005,4,0,0,4,4,ISO-NE,ISONE_HUB,Eastern,public_hub,same_ic,,,,,,,,,,,
"Hamilton County, IN",Hamilton,Indiana,18057,4,0,0,4,4,MISO,MISO_INDIANA_HUB,Eastern,public_zonal,same_ic,,,,,,,,,,,
"Boone County, KY",Boone,Kentucky,21015,4,0,0,4,4,PJM,DEOK,Eastern,public_zonal,same_ic,,,,,,,,,,,
"Northampton County, PA",Northampton,Pennsylvania,42095,4,0,0,4,4,PJM,PECO,Eastern,public_zonal,same_ic,,,,,,,,,,,
"Burlington County, NJ",Burlington,New Jersey,34005,4,0,0,4,4,PJM,PSEG,Eastern,public_zonal,same_ic,,,,,,,,,,,
"Scott County, MN",Scott,Minnesota,27139,3.9,0,0,3.9,3.9,MISO,MISO_MINN_HUB,Eastern,public_zonal,same_ic,,,,,,,,,,,
"Monroe County, NY",Monroe,New York,36055,3.9,0,0,3.9,3.9,NYISO,ZONE_A,Eastern,public_zonal,same_ic,,,,,,,,,,,
"Summit County, OH",Summit,Ohio,39153,3.5,0,0,3.5,3.5,PJM,AEP,Eastern,public_zonal,same_ic,,,,,,,,,,,
"Washakie County, WY",Washakie,Wyoming,56043,3.3,0,0,3.3,3.3,WECC-nonISO,MID-C,Western,bilateral_hub_proxy,cross_ic_destination,,,,,,,,,,,
"Anne Arundel County, MD",Anne Arundel,Maryland,24003,3.25,0,0,3.25,3.25,PJM,BGE,Eastern,public_zonal,same_ic,,,,,,,,,,,
"Kings County, NY",Kings,New York,36047,3,0,0,3,3,NYISO,ZONE_J,Eastern,public_zonal,same_ic,,,,,,,,,,,
"Providence County, RI",Providence,Rhode Island,44007,2.85,0,0,2.85,2.85,ISO-NE,ISONE_HUB,Eastern,public_hub,same_ic,,,,,,,,,,,
"East Baton Rouge Parish, LA",East Baton Rouge,Louisiana,22033,2.7,0,0,2.7,2.7,MISO,MISO_LOUISIANA_HUB,Eastern,public_zonal,same_ic,,,,,,,,,,,
"Hillsborough County, NH",Hillsborough,New Hampshire,33011,2.6,0,0,2.6,2.6,ISO-NE,ISONE_HUB,Eastern,public_hub,same_ic,,,,,,,,,,,
"Orleans Parish, LA",Orleans,Louisiana,22071,2.55,0,0,2.55,2.55,MISO,MISO_LOUISIANA_HUB,Eastern,public_zonal,same_ic,,,,,,,,,,,
"Brevard County, FL",Brevard,Florida,12009,2.5,0,0,2.5,2.5,non-ISO,NO_LMP,Eastern,none,same_ic,,,,,,,,,,,
"Dubuque County, IA",Dubuque,Iowa,19061,2,0,0,2,2,MISO,MISO_MINN_HUB,Eastern,public_zonal,same_ic,,,,,,,,,,,
"Riverside County, CA",Riverside,California,6065,2,0,0,2,2,CAISO,SP15,Western,public_lap,cross_ic_destination,,,,,,,,,,,
"Boone County, AR",Boone,Arkansas,5009,2,0,0,2,2,MISO,MISO_ARKANSAS_HUB,Eastern,public_zonal,same_ic,,,,,,,,,,,
"Bowie County, TX",Bowie,Texas,48037,2,0,0,2,2,ERCOT,LZ_NORTH,ERCOT,public_settlement_point,cross_ic_destination,,,,,,,,,,,
"Fort Bend County, TX",Fort Bend,Texas,48157,2,0,0,2,2,ERCOT,LZ_HOUSTON,ERCOT,public_settlement_point,cross_ic_destination,,,,,,,,,,,
"Fayette County, KY",Fayette,Kentucky,21067,2,0,0,2,2,MISO,MISO_INDIANA_HUB,Eastern,public_zonal,same_ic,,,,,,,,,,,
"Oktibbeha County, MS",Oktibbeha,Mississippi,28105,2,0,0,2,2,non-ISO,NO_LMP,Eastern,none,same_ic,,,,,,,,,,,
"Calhoun County, AL",Calhoun,Alabama,1015,2,0,0,2,2,non-ISO,NO_LMP,Eastern,none,same_ic,,,,,,,,,,,
"Hunterdon County, NJ",Hunterdon,New Jersey,34019,0,2,0,2,2,PJM,PSEG,Eastern,public_zonal,same_ic,,,,,,,,,,,
"Richland County, SC",Richland,South Carolina,45079,1.41,0.5,0,1.91,1.91,non-ISO,NO_LMP,Eastern,none,same_ic,,,,,,,,,,,
"Hidalgo County, TX",Hidalgo,Texas,48215,1.8,0,0,1.8,1.8,ERCOT,LZ_SOUTH,ERCOT,public_settlement_point,cross_ic_destination,,,,,,,,,,,
"Black Hawk County, IA",Black Hawk,Iowa,19013,1.75,0,0,1.75,1.75,MISO,MISO_MINN_HUB,Eastern,public_zonal,same_ic,,,,,,,,,,,
"Fresno County, CA",Fresno,California,6019,1.6,0,0,1.6,1.6,CAISO,SP15,Western,public_lap,cross_ic_destination,,,,,,,,,,,
"Leon County, FL",Leon,Florida,12073,1.4,0,0,1.4,1.4,non-ISO,NO_LMP,Eastern,none,same_ic,,,,,,,,,,,
"Minnehaha County, SD",Minnehaha,South Dakota,46099,1.3,0,0,1.3,1.3,MISO,MISO_MINN_HUB,Eastern,public_zonal,same_ic,,,,,,,,,,,
"Lucas County, OH",Lucas,Ohio,39095,1.3,0,0,1.3,1.3,PJM,AEP,Eastern,public_zonal,same_ic,,,,,,,,,,,
"Genesee County, MI",Genesee,Michigan,26049,1.28,0,0,1.28,1.28,MISO,MISO_MICHIGAN_HUB,Eastern,public_zonal,same_ic,,,,,,,,,,,
"Hamilton County, TN",Hamilton,Tennessee,47065,1.2,0,0,1.2,1.2,non-ISO,NO_LMP,Eastern,none,same_ic,,,,,,,,,,,
"Baltimore County, MD",Baltimore,Maryland,24005,1.2,0,0,1.2,1.2,PJM,BGE,Eastern,public_zonal,same_ic,,,,,,,,,,,
"Jefferson County, CO",Jefferson,Colorado,8059,1.09,0,0,1.09,1.09,WECC-nonISO,PALO_VERDE,Western,bilateral_hub_proxy,cross_ic_destination,,,,,,,,,,,
"Whatcom County, WA",Whatcom,Washington,53073,1,0,0,1,1,WECC-nonISO,MID-C,Western,bilateral_hub_proxy,cross_ic_destination,,,,,,,,,,,
"Weber County, UT",Weber,Utah,49057,1,0,0,1,1,WECC-nonISO,PALO_VERDE,Western,bilateral_hub_proxy,cross_ic_destination,,,,,,,,,,,
"San Bernardino County, CA",San Bernardino,California,6071,1,0,0,1,1,CAISO,SP15,Western,public_lap,cross_ic_destination,,,,,,,,,,,
"Greene County, MO",Greene,Missouri,29077,1,0,0,1,1,SPP,SPP_HUB,Eastern,public_hub,same_ic,,,,,,,,,,,
"Washington County, WI",Washington,Wisconsin,55131,1,0,0,1,1,MISO,MISO_MINN_HUB,Eastern,public_zonal,same_ic,,,,,,,,,,,
"Plymouth County, MA",Plymouth,Massachusetts,25023,1,0,0,1,1,ISO-NE,ISONE_HUB,Eastern,public_hub,same_ic,,,,,,,,,,,
"McLean County, IL",McLean,Illinois,17113,1,0,0,1,1,MISO,MISO_ILLINOIS_HUB,Eastern,public_zonal,source,,,,,,,,,,,
"Carroll County, GA",Carroll,Georgia,13045,1,0,0,1,1,non-ISO,NO_LMP,Eastern,none,same_ic,,,,,,,,,,,
"St. Tammany Parish, LA",St. Tammany,Louisiana,22103,1,0,0,1,1,MISO,MISO_LOUISIANA_HUB,Eastern,public_zonal,same_ic,,,,,,,,,,,
"Morgan County, WV",Morgan,West Virginia,54065,1,0,0,1,1,PJM,APS,Eastern,public_zonal,same_ic,,,,,,,,,,,
"Buncombe County, NC",Buncombe,North Carolina,37021,0.98,0,0,0.98,0.98,non-ISO,NO_LMP,Eastern,none,same_ic,,,,,,,,,,,
"Lane County, OR",Lane,Oregon,41039,0.9,0,0,0.9,0.9,WECC-nonISO,MID-C,Western,bilateral_hub_proxy,cross_ic_destination,,,,,,,,,,,
"Caddo Parish, LA",Caddo,Louisiana,22017,0.9,0,0,0.9,0.9,SPP,SPP_HUB,Eastern,public_hub,same_ic,,,,,,,,,,,
"Kanawha County, WV",Kanawha,West Virginia,54039,0.8,0,0,0.8,0.8,PJM,APS,Eastern,public_zonal,same_ic,,,,,,,,,,,
"Waynesboro city, VA",Waynesboro,Virginia,51820,0.8,0,0,0.8,0.8,PJM,DOM,Eastern,public_zonal,same_ic,,,,,,,,,,,
"Charleston County, SC",Charleston,South Carolina,45019,0.2,0.6,0,0.8,0.8,non-ISO,NO_LMP,Eastern,none,same_ic,,,,,,,,,,,
"Santa Barbara County, CA",Santa Barbara,California,6083,0.75,0,0,0.75,0.75,CAISO,SP15,Western,public_lap,cross_ic_destination,,,,,,,,,,,
"Norfolk city, VA",Norfolk,Virginia,51710,0.75,0,0,0.75,0.75,PJM,DOM,Eastern,public_zonal,same_ic,,,,,,,,,,,
"Placer County, CA",Placer,California,6061,0.7,0,0,0.7,0.7,CAISO,NP15,Western,public_lap,cross_ic_destination,,,,,,,,,,,
"Lubbock County, TX",Lubbock,Texas,48303,0.7,0,0,0.7,0.7,ERCOT,LZ_NORTH,ERCOT,public_settlement_point,cross_ic_destination,,,,,,,,,,,
"Boone County, MO",Boone,Missouri,29019,0.7,0,0,0.7,0.7,MISO,MISO_ILLINOIS_HUB,Eastern,public_zonal,same_ic,,,,,,,,,,,
"Jefferson Parish, LA",Jefferson,Louisiana,22051,0.7,0,0,0.7,0.7,MISO,MISO_LOUISIANA_HUB,Eastern,public_zonal,same_ic,,,,,,,,,,,
"Onondaga County, NY",Onondaga,New York,36067,0.7,0,0,0.7,0.7,NYISO,ZONE_A,Eastern,public_zonal,same_ic,,,,,,,,,,,
"Coles County, IL",Coles,Illinois,17029,0.7,0,0,0.7,0.7,MISO,MISO_ILLINOIS_HUB,Eastern,public_zonal,source,,,,,,,,,,,
"Vanderburgh County, IN",Vanderburgh,Indiana,18163,0.7,0,0,0.7,0.7,MISO,MISO_INDIANA_HUB,Eastern,public_zonal,same_ic,,,,,,,,,,,
"Blue Earth County, MN",Blue Earth,Minnesota,27013,0.6,0,0,0.6,0.6,MISO,MISO_MINN_HUB,Eastern,public_zonal,same_ic,,,,,,,,,,,
"Potter County, TX",Potter,Texas,48375,0.6,0,0,0.6,0.6,ERCOT,LZ_NORTH,ERCOT,public_settlement_point,cross_ic_destination,,,,,,,,,,,
"Montgomery County, VA",Montgomery,Virginia,51121,0.6,0,0,0.6,0.6,PJM,DOM,Eastern,public_zonal,same_ic,,,,,,,,,,,
"Shawnee County, KS",Shawnee,Kansas,20177,0.58,0,0,0.58,0.58,SPP,SPP_HUB,Eastern,public_hub,same_ic,,,,,,,,,,,
"Coos County, OR",Coos,Oregon,41011,0.5,0,0,0.5,0.5,WECC-nonISO,MID-C,Western,bilateral_hub_proxy,cross_ic_destination,,,,,,,,,,,
"Douglas County, OR",Douglas,Oregon,41019,0.5,0,0,0.5,0.5,WECC-nonISO,MID-C,Western,bilateral_hub_proxy,cross_ic_destination,,,,,,,,,,,
"Mendocino County, CA",Mendocino,California,6045,0.5,0,0,0.5,0.5,CAISO,NP15,Western,public_lap,cross_ic_destination,,,,,,,,,,,
"Doña Ana County, NM",Doña Ana,New Mexico,35013,0.5,0,0,0.5,0.5,WECC-nonISO,PALO_VERDE,Western,bilateral_hub_proxy,cross_ic_destination,,,,,,,,,,,
"Sherman County, TX",Sherman,Texas,48421,0.5,0,0,0.5,0.5,ERCOT,LZ_NORTH,ERCOT,public_settlement_point,cross_ic_destination,,,,,,,,,,,
"Seneca County, NY",Seneca,New York,36099,0.5,0,0,0.5,0.5,NYISO,ZONE_F,Eastern,public_zonal,same_ic,,,,,,,,,,,
"Chittenden County, VT",Chittenden,Vermont,50007,0.5,0,0,0.5,0.5,ISO-NE,ISONE_HUB,Eastern,public_hub,same_ic,,,,,,,,,,,
"Cheshire County, NH",Cheshire,New Hampshire,33005,0.5,0,0,0.5,0.5,ISO-NE,ISONE_HUB,Eastern,public_hub,same_ic,,,,,,,,,,,
"Peoria County, IL",Peoria,Illinois,17143,0.5,0,0,0.5,0.5,MISO,MISO_ILLINOIS_HUB,Eastern,public_zonal,source,,,,,,,,,,,
"Tippecanoe County, IN",Tippecanoe,Indiana,18157,0.5,0,0,0.5,0.5,MISO,MISO_INDIANA_HUB,Eastern,public_zonal,same_ic,,,,,,,,,,,
"Volusia County, FL",Volusia,Florida,12127,0.5,0,0,0.5,0.5,non-ISO,NO_LMP,Eastern,none,same_ic,,,,,,,,,,,
"Mahoning County, OH",Mahoning,Ohio,39099,0.45,0,0,0.45,0.45,PJM,AEP,Eastern,public_zonal,same_ic,,,,,,,,,,,
"Cerro Gordo County, IA",Cerro Gordo,Iowa,19033,0.4,0,0,0.4,0.4,MISO,MISO_MINN_HUB,Eastern,public_zonal,same_ic,,,,,,,,,,,
"Grafton County, NH",Grafton,New Hampshire,33009,0.4,0,0,0.4,0.4,ISO-NE,ISONE_HUB,Eastern,public_hub,same_ic,,,,,,,,,,,
